,idtwitter,subj,opos,oneg,iro,lpos,lneg,top,text,spans,rep,Rep Out
468,509974794343698432,0,0,0,0,0,0,2,"Scuola, precari in piazza contro #labuonascuola Renzi-Giannini ...:  http://t.co/FU80yAZho7 #Renzi #PD","['Scuola, precari in piazza contro #labuonascuola Renzi-Giannini ...:  http://t.co/FU80yAZho7 #Renzi #PD']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
469,509987629463781376,0,0,0,0,0,0,2,@delluomoclaudia @matteorenzi @SteGiannini nessuna disparità ne #labuonascuola solo rispetto della legge e del merito http://t.co/AiL32ZGITo,['@delluomoclaudia @matteorenzi @SteGiannini nessuna disparità ne #labuonascuola solo rispetto della legge e del merito http://t.co/AiL32ZGITo'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
470,509997219496615936,1,0,0,0,0,0,2,@saverioraimondo perché parlate di #tfaordinario e #lascuolaingiusta in #labuonascuola? Informazione trasparente http://t.co/shHTcctKdM,['@saverioraimondo perché parlate di #tfaordinario e #lascuolaingiusta in #labuonascuola? Informazione trasparente http://t.co/shHTcctKdM'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
471,510011465307525121,1,1,0,0,1,0,2,@FusacchiA anche #labuonascuola fermenterà. Ne siamo certi. #idoneiconcorsone2012 #finoallultimoidoneo,"['@FusacchiA anche #labuonascuola fermenterà. Ne siamo certi.', ' #idoneiconcorsone2012 #finoallultimoidoneo']","['previsione', 'non risposta']","tensor([[-1.6418, -0.7275,  0.5324,  1.3176, -0.2605,  0.5883, -0.9318,  1.7345,
         -1.3286,  0.5988,  0.2092,  0.1068, -1.7508,  1.4172, -0.7442, -1.1653,
         -1.5389, -1.5588, -2.3538,  2.6174,  1.8978,  2.3555, -0.6811]])"
472,510016268792254464,1,0,1,0,0,1,2,@matteorenzi Perché gli abilitati II fascia GI nn rientrano nel piano di stabilizzazione #labuonascuola?Siam anche noi #precari della scuola,"['@matteorenzi Perché gli abilitati II fascia GI nn rientrano nel piano di stabilizzazione #labuonascuola?Sia', 'm anche noi #precari della scuola']","['commento', 'non risposta']","tensor([[-1.4333, -0.7217,  0.8207,  1.0351, -0.3544,  0.2131, -0.6182,  2.1981,
         -0.8719,  0.8457, -0.0764, -0.0136, -1.6674,  1.7523, -0.9756, -1.1964,
         -1.0041, -1.4644, -2.2202,  2.1019,  1.6372,  2.2387, -1.0339]])"
473,510029131976032257,1,0,1,0,0,1,2,"@Lettera43 @matteorenzi @angealfa #labuonascuola anche insegnanti servitori dll Stato malpagati,giusto ricon.sto econom.aForzeOrdine-Scuola","['@Lettera43 @matteorenzi @angealfa #labuonascuola anche insegnanti servitori dll Stato malpagati,giusto ricon.sto econom.aForzeOrdine-Scuola']",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
474,510047264031924224,1,0,1,0,0,1,2,La buona scuola e la cattiva Stampa... http://t.co/RXDsIUw64e,['La buona scuola e la cattiva Stampa... http://t.co/RXDsIUw64e'],['giudizio'],"tensor([[-1.4585, -0.7924,  0.0077,  0.5764, -0.1661,  0.1448, -0.3499,  1.1285,
         -0.9217,  0.1432, -0.0316, -0.2705, -1.3019,  0.7474, -0.9204, -0.6637,
         -0.6868, -1.8194, -1.2748,  3.7793,  1.0668,  2.5437, -0.5225]])"
475,510062151810039808,0,0,0,0,0,0,2,Monica Sanfilippo: La buona scuola: come la vogliono gli studenti http://t.co/bfkCginWuR,['Monica Sanfilippo: La buona scuola: come la vogliono gli studenti http://t.co/bfkCginWuR'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
476,510064937167646721,0,0,0,0,0,0,2,"La ""buona scuola"" http://t.co/4HLYzaOU92","['La ""buona scuola"" http://t.co/4HLYzaOU92']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
477,510070641543098368,1,0,1,0,0,1,2,@MatteoRenzi #labuonascuola #precariinvisibiliaddio PAS II CICLO IN LOMBARDIA COS E' STA STORIA?E IL RESTO D'ITALIA? http://t.co/LC5CGlcAGb,"[""@MatteoRenzi #labuonascuola #precariinvisibiliaddio PAS II CICLO IN LOMBARDIA COS E' STA STORIA?E IL RESTO D'ITALIA? http://t.co/LC5CGlcAGb""]",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
478,510071119022678017,1,0,1,0,0,1,2,@SteGiannini E il personale ATA che fine ha fatto?  Nel documento la buona scuola nessuna traccia di noi assistenti tecnici!!!,"['@SteGiannini E il personale ATA che fine ha fatto?', '  Nel documento la buona scuola nessuna traccia di noi assistenti tecnici!!!']","['commento', 'sancire']","tensor([[-1.1232, -1.0449,  0.1892,  1.1577, -0.5042, -0.1153, -0.4807,  1.5129,
         -0.4265,  0.4273, -0.4020, -0.1261, -1.4201,  1.2535, -1.3176, -0.8772,
         -0.5398, -1.5635, -1.5765,  2.6309,  0.9442,  3.3847, -1.2688]])"
479,510106216895610880,0,0,0,0,0,0,2,@MiurSocial #labuonascuola competenza e conoscenza vera del latino e della grammatica per la' insegnamento delle materie letterarie.,"[""@MiurSocial #labuonascuola competenza e conoscenza vera del latino e della grammatica per la' insegnamento delle materie letterarie.""]",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
480,510165684845051904,1,1,0,0,1,0,2,Storia della #musica nelle scuole superiori? Sì grazie #scuola #labuonascuola https://t.co/RYKWLRZudz,['Storia della #musica nelle scuole superiori? Sì grazie #scuola #labuonascuola https://t.co/RYKWLRZudz'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
481,510182040118247424,0,0,0,0,0,0,2,"@mavyrho 17 settembre studenti e docenti in piazza Deferrari, Genova,  Insieme per la scuola #uds #labuonascuola #scuolabenecomune","['@mavyrho 17 settembre studenti e docenti in piazza Deferrari, Genova,  Insieme per la scuola #uds #labuonascuola #scuolabenecomune']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
482,510356346328608768,1,1,0,0,1,0,2,@FusacchiA e ora? Le chiedo cosa fare ancora?ci credo #labuonascuola ha bisogno di innovazione passione #ilcoraggiodicambiare nn deludeteci,['@FusacchiA e ora? Le chiedo cosa fare ancora?ci credo #labuonascuola ha bisogno di innovazione passione #ilcoraggiodicambiare nn deludeteci'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
483,510365410064359424,1,1,0,0,1,0,2,#idoneiconcorsone2012 http://t.co/hMSTd005qF appoggiano e supportano #labuonascuola! #merito e proficua collaborazione questo offriamo !,"['#idoneiconcorsone2012 http://t.co/hMSTd005qF appoggiano e supportano #labuonascuola! #', 'merito e proficua collaborazione questo offriamo !']","['non risposta', 'giudizio']","tensor([[-1.9862, -0.4613,  0.7975,  1.4644, -0.3748,  0.3150, -0.8575,  0.7986,
         -1.4599,  0.7644,  0.6726,  0.3400, -1.5257,  1.5332, -0.1977, -1.6320,
         -1.2401, -2.0972, -2.4067,  2.1421,  1.6108,  2.2703, -0.6664]])"
484,510458478583119872,1,1,0,0,1,0,2,"Caro Saviano, come fai a non capire che proprio chi sa benissimo che fare (e cosa serve al paese) pensa a cambiare la scuola? #labuonascuola","['Caro Saviano, come fai a non capire che proprio chi sa benissimo che fare (e cosa serve al paese) pensa a cambiare la scuola? #labuonascuola']",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
485,510483362419851264,1,0,1,0,0,1,2,"La buona scuola di Renzi. Privatizzati nelle scuole? La legge Aprea di nuovo, insomma.","['La buona scuola di Renzi. Privatizzati nelle scuole? La legge Aprea di nuovo, insomma.']",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
486,510488878533586944,1,0,1,0,0,1,2,Senza precari se non fai mai supplenza ma che razza di scuola è? forse è proprio #labuonascuola che non c'è ! @FusacchiA @FLuccisano,"['Senza precari se non fai mai supplenza ma che razza di scuola è?', "" forse è proprio #labuonascuola che non c'è ! @FusacchiA @FLuccisano""]","['commento', 'commento']","tensor([[-1.3250, -0.8474,  0.9119,  0.8173, -0.4708, -0.1747, -0.2329,  1.9994,
         -0.4356,  0.9303, -0.1800, -0.3694, -1.5544,  1.7644, -1.1786, -1.1434,
         -0.5240, -1.4463, -1.7583,  2.0122,  1.0837,  2.6621, -1.2153]])"
487,510583544977317888,1,0,1,0,0,1,2,@matteorenzi la tua buona scuola serve ad eliminare precari trasformandoli in disoccupati. È un gesto poco nobile.Ci avrai sulla coscienza.,['@matteorenzi la tua buona scuola serve ad eliminare precari trasformandoli in disoccupati. È un gesto poco nobile.Ci avrai sulla coscienza.'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
488,510684954276417536,1,0,1,0,0,1,2,@LouPalanca sono molto molto molto scettico che i sindacati capiranno che bisogna fare uno sciopero serio contro #labuonascuola,['@LouPalanca sono molto molto molto scettico che i sindacati capiranno che bisogna fare uno sciopero serio contro #labuonascuola'],['opinione'],"tensor([[-1.0046, -1.1265, -0.0648,  0.3651, -0.2644,  0.4968, -0.1840,  0.7680,
         -0.6719,  0.2530, -0.2050, -0.5719, -1.1779,  0.6709, -1.5012,  0.2364,
         -0.9246, -1.6350, -0.8543,  4.2862,  0.4354,  2.4634, -0.7923]])"
489,510690822392922112,1,0,0,0,0,0,2,"Non potremmo copiare qualcosa anche da altri paesi? Invece degli esami su TUTTO, esami e valutazione nelle singole materie?#labuonascuola","['Non potremmo copiare qualcosa anche da altri paesi?', ' Invece degli esami su TUTTO, esami e valutazione nelle singole materie?#labuonascuola']","['proposta', 'ridimensionamento']","tensor([[-1.1783, -0.8226, -0.0666,  0.6541, -0.6949,  0.2200, -0.2819,  1.0555,
         -0.1603,  0.0935, -0.1556, -0.3667, -1.4716,  0.8619, -1.2191, -0.6140,
         -0.4902, -1.5947, -1.1637,  3.5395,  1.1861,  3.0039, -1.2337]])"
490,510691356281696256,0,0,0,0,0,0,2,Da una mia indagine a scuola il 90% dei colleghi non ha letto #labuonascuola,['Da una mia indagine a scuola il 90% dei colleghi non ha letto #labuonascuola'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
491,510699088770514944,1,0,1,1,0,1,2,@fattoquotidiano era logico che ogni anno la scuola iniziasse in questo modo catastrofico anche con @matteorenzi #labuonascuola,['@fattoquotidiano era logico che ogni anno la scuola iniziasse in questo modo catastrofico anche con @matteorenzi #labuonascuola'],['giudizio'],"tensor([[-1.4585, -0.7924,  0.0077,  0.5764, -0.1661,  0.1448, -0.3499,  1.1285,
         -0.9217,  0.1432, -0.0316, -0.2705, -1.3019,  0.7474, -0.9204, -0.6637,
         -0.6868, -1.8194, -1.2748,  3.7793,  1.0668,  2.5437, -0.5225]])"
492,510713685988638720,1,0,1,0,0,1,2,@damienlanfrey sa che nella scuola italiana l'informatica è spesso insegnata da diplomati in dattilografia? #coding #labuonascuola,"[""@damienlanfrey sa che nella scuola italiana l'informatica è spesso insegnata da diplomati in dattilografia? #coding #labuonascuola""]",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
493,510779267303890944,1,0,1,0,0,1,2,@SteGiannini Ho 30anni e  2 insegnamento.Ho fatto #tfaordinario credendo nella vera buona scuola e sono stata tradita http://t.co/reJTlGHQn5,['@SteGiannini Ho 30anni e  2 insegnamento.Ho fatto #tfaordinario credendo nella vera buona scuola e sono stata tradita http://t.co/reJTlGHQn5'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
494,510785179892613120,1,1,0,0,1,0,2,#idoneiconcorsone2012 Sinceri auguri @Fusacchia! A lei una 'buona giornata' a noi una 'buona scuola'!,"['#idoneiconcorsone2012 Sinceri auguri @Fusacchia! A', "" lei una 'buona giornata' a noi una 'buona scuola'!""]","['non risposta', 'commento']","tensor([[-1.4882, -0.6817,  1.0566,  0.9989, -0.4049,  0.1748, -0.5491,  2.0147,
         -0.8101,  0.9641,  0.0505, -0.0583, -1.7209,  2.0475, -0.8659, -1.2373,
         -1.0196, -1.4950, -2.2366,  1.9971,  1.6240,  2.0602, -1.1143]])"
495,510791117563265024,1,1,0,0,1,0,2,Il cambiamento passa anche da qui! #labuonascuola cc @INGDIRECTItalia @elisasalamini @catemoscetti,['Il cambiamento passa anche da qui! #labuonascuola cc @INGDIRECTItalia @elisasalamini @catemoscetti'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
496,510844695279177728,0,0,0,0,0,0,2,"Pensioni, quota 96, indulto, amnistia, riforma scuola e giustizia: novità ad oggi http://t.co/6fLwMljBwu","['Pensioni, quota 96, indulto, amnistia, riforma scuola e giustizia: novità ad oggi http://t.co/6fLwMljBwu']",['ridimensionamento'],"tensor([[-1.1793, -0.2982, -0.1765,  0.5912, -0.7510, -0.1218, -0.3854,  1.1962,
         -0.4467,  0.0122, -0.4273, -0.2480, -1.0580,  0.6934, -1.2976, -0.6389,
         -0.0951, -1.5466, -1.2170,  3.3577,  1.2990,  2.7926, -1.2039]])"
497,510901443772305408,0,0,0,0,0,0,2,#labuonascuola #Renzi #MIDAperRUOLO Abilitati Pas e Tfa graduatorie a scorrimento per ruolo.Anche noi siamo precari (abilitati come in Gae),['#labuonascuola #Renzi #MIDAperRUOLO Abilitati Pas e Tfa graduatorie a scorrimento per ruolo.Anche noi siamo precari (abilitati come in Gae)'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
498,510903612193918977,0,0,0,0,0,0,2,@SteGiannini #labuonascuola #DMAperRUOLO alla buona scuola l'abbiamo fatta anche noi precari della seconda fascia,"[""@SteGiannini #labuonascuola #DMAperRUOLO alla buona scuola l'abbiamo fatta anche noi precari della seconda fascia""]",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
499,510915849008742400,1,0,1,0,0,1,2,la buona scuola lascia i precari a casa@#MIDAperRUOLO @matteorenzi,['la buona scuola lascia i precari a casa@#MIDAperRUOLO @matteorenzi'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
500,510915917593997312,0,0,0,0,0,0,2,"#MatteoRenzi #labuonascuola funziona se basata sull'ottimizzazione della relazione, mai sulla competizione #MIDAperRUOLO","[""#MatteoRenzi #labuonascuola funziona se basata sull'ottimizzazione della relazione, mai sulla competizione #MIDAperRUOLO""]",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
501,510924783832559616,1,0,1,0,0,1,2,Solo da noi la scuola è considerata non un investimento ma spesa pubblica. #labuonascuola #MIDAperRUOLO,"['Solo da noi la scuola è considerata non un investimento ma spesa pubblica.', ' #labuonascuola #MIDAperRUOLO']","['sancire', 'ridimensionamento']","tensor([[-0.7498, -0.2206, -0.3686,  1.1313, -0.7875, -0.2073, -0.8252,  0.9137,
         -0.3852, -0.0093, -0.4576,  0.2317, -0.7480,  0.5931, -0.9734, -0.5483,
         -0.6885, -1.0169, -1.8023,  2.6119,  1.2906,  3.2237, -1.2556]])"
502,510942777526730752,1,0,1,0,0,1,2,#labuonascuola 8 anni docenza università 3 anni docenza scuola TFA dottorato perché io non posso entrare nelle GAE? Incompetenti,['#labuonascuola 8 anni docenza università 3 anni docenza scuola TFA dottorato perché io non posso entrare nelle GAE? Incompetenti'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
503,511002499688300544,1,0,1,0,0,1,2,Soluzione precariato riforma scuola: si resta amareggiati. Lettera: inviato da Tiziana - Si resta amareggiati ... http://t.co/7cPQ6anomQ,"['Soluzione precariato riforma scuola: si resta amareggiati. Lettera', ': inviato da Tiziana - Si resta amareggiati ... http://t.co/7cPQ6anomQ']","['sancire', 'non risposta']","tensor([[-1.7135, -0.6647,  0.5307,  1.1131, -0.4777,  0.3889, -0.5807,  1.3864,
         -1.0678,  0.6604,  0.0416,  0.1711, -1.4655,  1.5090, -0.6063, -1.3330,
         -0.9454, -1.6017, -2.4578,  2.4802,  2.0454,  1.9470, -1.0293]])"
504,511038711455567872,0,0,0,0,0,0,2,"Domani i ministri verranno a scuola, ci diranno che per finanziare la buona scuola taglieranno gli sprechi.... http://t.co/WTnOLIshpZ","['Domani i ministri verranno a scuola, ci diranno che per finanziare la buona scuola taglieranno gli sprechi....', ' http://t.co/WTnOLIshpZ']","['previsione', 'ridimensionamento']","tensor([[-0.6433, -0.2511, -0.5025,  1.6342, -0.3852, -0.0309, -1.1368,  1.0850,
         -0.9500, -0.0633, -0.3350,  0.2332, -1.1186,  0.4983, -1.3291, -0.6132,
         -1.1450, -1.3407, -1.7142,  2.7781,  0.7075,  4.1024, -0.9199]])"
505,511045234495852544,1,0,1,0,0,1,2,@SteGiannini@matteorenzi nella buona scuola non si possono ignorare i docenti che da anni permettono alle scuole di funzionare#MIDAperRUOLO.,['@SteGiannini@matteorenzi nella buona scuola non si possono ignorare i docenti che da anni permettono alle scuole di funzionare#MIDAperRUOLO.'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
506,511061947648053248,1,0,1,0,0,1,2,"@SteGiannini #labuonascuola siamo noi, sempre presenti al suono della prima campanella e ora dimenticati #MIDAperRUOLO","['@SteGiannini #labuonascuola siamo noi, sempre presenti al suono della prima campanella e ora dimenticati #MIDAperRUOLO']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
507,511087797525311488,0,0,0,0,0,0,2,@aledipie #labuonascuola con http://t.co/TMbHftVeXK si fa #informatica ANCHE SENZA PC per sviluppare #pensierocomputazionale utile x tutti,['@aledipie #labuonascuola con http://t.co/TMbHftVeXK si fa #informatica ANCHE SENZA PC per sviluppare #pensierocomputazionale utile x tutti'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
508,511098657052295168,1,0,0,0,0,0,2,"Settembre, andiamo È tempo di tradurre  Per la #labuonascuola si lavora anche di domenica;) http://t.co/vyDjQf1Ctx","['Settembre, andiamo È tempo di tradurre  Per la #labuonascuola si lavora anche di domenica;) http://t.co/vyDjQf1Ctx']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
509,511123976886951937,1,0,0,0,0,0,2,Peana domenicale a favore degli insegnanti 2.0! Il progetto 'La buona scuola' dovrebbe vederli come protagonisti... http://t.co/yois6NDpVY,"['Peana domenicale a favore degli insegnanti 2.0!', "" Il progetto 'La buona scuola' dovrebbe vederli come protagonisti..."", ' http://t.co/yois6NDpVY']","['giudizio', 'prescrizione', 'non risposta']","tensor([[-1.5009, -0.4777,  0.1731,  1.0816, -0.3135,  0.0989, -0.7766,  1.3335,
         -1.1328,  0.5770,  0.0641,  0.0785, -1.3112,  1.0725, -0.6019, -1.2414,
         -0.6611, -1.8540, -2.0585,  2.8024,  1.7501,  2.1861, -1.0079]])"
510,511143247948042240,1,0,1,0,0,1,2,#labuonascuola Non si può avere una buona scuola se non si rispettano le norme. Gli abilitati (tutti) di ruolo .,['#labuonascuola Non si può avere una buona scuola se non si rispettano le norme. Gli abilitati (tutti) di ruolo .'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
511,511187251402113024,1,1,0,0,1,0,2,"#labuonascuola una bella iniziativa di condivisione, grazie alla Loescher che mi ha permesso di farlo (scaricafree) http://t.co/J044IQEtuP","['#labuonascuola una bella iniziativa di condivisione, grazie alla Loescher che mi ha permesso di farlo (scaricafree) http://t.co/J044IQEtuP']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
512,511196225153294337,1,0,0,0,0,0,2,Domani inizia nuovo #annoscolastico. In bocca al lupo a tutti gli studenti. Io sarò a #firenze ITT Marco Polo #labuonascuola @MiurSocial,"['Domani inizia nuovo #annoscolastico. In bocca al lupo a tutti gli studenti.', ' Io sarò a #firenze ITT Marco Polo #labuonascuola @MiurSocial']","['non risposta', 'non risposta']","tensor([[-1.8253, -0.7666,  1.4228,  0.4725, -0.7201,  0.5337,  0.0637,  1.1582,
         -0.9036,  1.6074,  0.4648, -0.1188, -1.7185,  2.2171, -0.6007, -1.2113,
         -0.8406, -1.5306, -2.2169,  2.2497,  1.8833,  0.8233, -1.0257]])"
513,511200885020835840,1,0,0,0,0,0,2,@orizzontescuola La buona scuola futura e nuove tecnologie. Fondamentale il ruolo degli insegnanti 2.0! - http://t.co/LKzEtUejFb,['@orizzontescuola La buona scuola futura e nuove tecnologie. Fondamentale il ruolo degli insegnanti 2.0! - http://t.co/LKzEtUejFb'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
