,Unnamed: 0,idtwitter,subj,opos,oneg,iro,lpos,lneg,top,text,Stralci_predetti,Repertori_predetti,Rep Out
89,89,507129123157082112,1,1,0,0,1,0,2,Non ho letto tutti i dettagli ma la consultazione su #labuonascuola mi sembra già un ottimo inizio! Bravi  @damienlanfrey e @dskutz !,"['Non ho letto tutti i dettagli ma la consultazione su #labuonascuola mi sembra già un ottimo inizio!', ' Bravi  @damienlanfrey e @dskutz !']","['opinione', 'non risposta']","tensor([[-1.5286, -1.7570,  2.0199,  0.2687,  0.0402,  0.3747, -0.9588,  0.3937,
         -0.5493,  0.6365,  2.1894, -0.6649, -1.7451,  2.0316,  3.1398, -0.8886,
         -1.5814, -1.5470, -0.8903, -0.1349,  1.0792, -1.3726,  1.2359]])"
90,90,507129879473967104,1,0,1,1,0,0,2,#labuonascuola è la scuola chiusa.,['#labuonascuola è la scuola chiusa.'],['sancire'],"tensor([[-2.2206,  0.6889,  0.3919,  0.1818, -0.7607,  0.3984, -0.0113,  0.6435,
         -1.3708,  1.0313,  1.2191,  1.4276, -0.8276,  0.4947,  0.6351, -2.5896,
         -0.0618, -1.3396, -1.3815,  1.0712,  3.2921, -0.4639,  0.5474]])"
91,91,507130121736970240,0,0,0,0,0,0,2,LINEE GUIDA SCUOLA: ARRIVA IL DOCENTE MENTOR #labuonascuola http://t.co/9M63utRmND,['LINEE GUIDA SCUOLA: ARRIVA IL DOCENTE MENTOR #labuonascuola http://t.co/9M63utRmND'],['descrizione'],"tensor([[-1.4974, -0.4049,  0.3940, -0.0630,  0.3564, -0.9257, -1.0811,  3.3311,
          0.2691,  0.5797, -0.3757, -0.6636, -1.3109,  1.2709, -0.5309, -0.9437,
         -0.2410, -0.8634, -0.6231,  2.6594,  2.6920,  1.0748, -0.4986]])"
92,92,507130777046618112,0,0,0,0,0,0,2,#labuonascuola In dodici punti la riforma presentata stamattina dal premier Renzi http://t.co/ZjxpzCgBzA,['#labuonascuola In dodici punti la riforma presentata stamattina dal premier Renzi http://t.co/ZjxpzCgBzA'],['sancire'],"tensor([[-1.6807e+00, -4.3123e-01,  1.3655e+00,  1.2173e-01,  1.3546e-03,
          2.3565e-01, -4.7850e-01,  1.9823e+00, -7.1977e-01,  1.0337e+00,
          8.1245e-01, -6.1072e-01, -1.7035e+00,  1.8767e+00,  1.5541e-03,
         -1.6687e+00, -1.2222e+00, -1.5481e+00, -1.8810e+00,  2.5419e+00,
          2.8544e+00,  7.0447e-01, -2.8508e-01]])"
93,93,507134430516117504,0,0,0,0,0,0,2,"\Mai più precari nella scuola\"" così è stata annunciata la riforma sulla scuola #labuonascuola Eccone i dodici. http://t.co/Jvsf51in3E""","['\\Mai più precari nella scuola\\"" così è stata annunciata la riforma sulla scuola #labuonascuola Eccone i dodici. http://t.co/Jvsf51in3E""']",['sancire'],"tensor([[-1.9693, -0.5572,  1.3660, -0.1126, -0.3055,  0.0131, -0.5256,  1.8781,
         -0.1376,  1.7344,  0.2906, -0.4125, -0.7485,  1.8137, -0.1957, -1.6660,
         -0.8320, -0.5497, -1.3434,  0.7850,  3.3233, -0.2419,  0.1184]])"
94,94,507134469426655232,1,0,1,0,0,1,2,chi predica #labuonascuola non sa che l'istruzione è l'unico investimento pubblico i cui frutti si vedono dopo almeno vent'anni,"[""chi predica #labuonascuola non sa che l'istruzione è l'unico investimento pubblico i cui frutti si vedono dopo almeno vent'anni""]",['sancire'],"tensor([[-2.2339, -0.2806,  1.4305,  0.4353,  1.2865,  0.3147,  0.3804,  0.5879,
         -1.7106,  1.5849,  1.1529,  0.8567, -1.2454,  1.4656,  1.3129, -2.6013,
         -1.0098, -2.4317, -1.8295, -0.3165,  2.1793, -1.0448,  1.4085]])"
95,95,507137555662667776,1,0,1,0,0,1,2,la grafica de #labuonascuola è imbarazzante http://t.co/GbtZgCmzs6,['la grafica de #labuonascuola è imbarazzante http://t.co/GbtZgCmzs6'],['giudizio'],"tensor([[-1.9237, -0.4182,  2.3182,  0.3454, -0.8502, -0.1690, -0.7027, -0.1018,
         -1.4083,  0.6803,  3.6198, -0.0284, -1.4977,  2.2608,  2.4352, -1.7550,
         -1.4362, -1.5484, -1.3124, -0.2058,  1.1307, -0.9861,  0.7107]])"
96,96,507138056483139584,1,0,1,1,0,1,2,@LoStranoFatto no perchè la scuola pubblica non esisterà più #labuonascuola #micatantobuona,['@LoStranoFatto no perchè la scuola pubblica non esisterà più #labuonascuola #micatantobuona'],['causa'],"tensor([[-1.2373,  2.6706,  1.0218, -1.0563, -1.6284,  0.2496,  0.8378, -1.2477,
         -0.8607,  1.1042,  0.9725,  0.3643,  0.5476,  1.1894, -0.0203, -2.2477,
         -1.0011,  1.5031, -1.6949, -0.0426,  1.9142, -1.8541,  0.1383]])"
97,97,507139931052183552,1,0,1,0,0,1,2,"Ennesima riforma scuola priva di Educazione Civica. Dopo Moro e  Sturzo molte direttive, nessun obbligo. E il rispetto civile è defunto.","['Ennesima riforma scuola priva di Educazione Civica.', ' Dopo Moro e  Sturzo molte direttive, nessun obbligo. E il rispetto civile è defunto.']","['giudizio', 'sancire']","tensor([[-1.9178,  0.0787,  2.6426, -0.6837, -0.5882,  0.6840,  1.4010, -0.6022,
         -1.6243,  1.8881,  3.0447, -0.4792, -1.3895,  2.4282,  0.6413, -2.2000,
         -0.7527, -1.1798, -1.6242, -0.2610,  2.0445, -1.4483,  0.0445]])"
98,98,507140159675322368,1,0,1,0,0,1,2,"#labuonascuola altra balla del buffone, stavolta sembra che lo abbiano capito un pò tutti! :p http://t.co/J1ow3aFIvT","['#labuonascuola altra balla del buffone, stavolta sembra che lo abbiano capito un pò tutti! :p', ' http://t.co/J1ow3aFIvT']","['commento', 'ridimensionamento']","tensor([[-1.6392, -0.5481,  3.2845, -0.3530, -0.9933,  0.6164,  0.1438, -0.5858,
         -1.1974,  1.3381,  3.0918, -0.7865, -1.7228,  2.9658,  1.7939, -1.4232,
         -1.7123, -1.3401, -1.6870,  0.1492,  0.8745, -1.3798, -0.0558]])"
99,99,507140464580231168,0,0,0,0,0,0,2,La Buona Scuola: un #Wordcloud per riassumere di cosa parla la riforma #labuonascuola http://t.co/NVXTtxuyLM http://t.co/FXayQPpw3n,['La Buona Scuola: un #Wordcloud per riassumere di cosa parla la riforma #labuonascuola http://t.co/NVXTtxuyLM http://t.co/FXayQPpw3n'],['ridimensionamento'],"tensor([[-1.4009e+00, -7.2256e-01,  9.0954e-01, -3.0864e-02,  9.9374e-01,
         -4.7882e-01, -1.1192e+00,  2.3097e+00, -1.0509e-01,  3.5946e-01,
          3.9451e-04, -7.7906e-01, -1.9751e+00,  1.8357e+00, -2.0413e-01,
         -5.1571e-01, -1.1408e+00, -1.8239e+00,  1.7274e-01,  2.2894e+00,
          1.5419e+00,  1.9578e+00, -2.7503e-01]])"
100,100,507140736987725824,1,0,1,0,0,1,2,Sono uscito dalla scuola giusto in tempo per scampare dalla Gelmini e da #labuonascuola di Renzi. Nulla ho potuto contro la riforma Fornero,"['Sono uscito dalla scuola giusto in tempo per scampare dalla Gelmini e da #labuonascuola di Renzi. Nulla', ' ho potuto contro la riforma Fornero']","['sancire', 'conferma']","tensor([[-2.1635, -0.4404,  2.0955,  0.7400,  0.0348, -0.0745, -0.5209,  1.2155,
         -0.7665,  0.8275,  1.8113,  0.4216, -1.6832,  2.2061,  1.9770, -1.7788,
         -2.0586, -2.1365, -1.7832, -0.2778,  1.9761, -0.6724,  1.0311]])"
101,101,507141188605194240,1,1,0,0,1,0,2,"Renzi: Per riforma scuola un patto, semplice e concreto (Prima Pagina News )  http://t.co/Ux0Xo1cNm1","['Renzi: Per riforma scuola un patto, semplice e concreto (Prima Pagina News )  http://t.co/Ux0Xo1cNm1']",['sancire'],"tensor([[-1.7502, -0.6613,  1.3654, -0.5774,  0.2361,  0.1173,  0.1977,  0.8438,
          0.2613,  0.9618,  1.1084, -0.2547, -2.0112,  2.2265,  0.8543, -1.4501,
         -0.8501, -2.0366, -0.9808,  1.9506,  2.6004, -0.3908,  0.0473]])"
102,102,507141648481284096,1,0,1,1,0,1,2,"#labuonascuola vi prego, leggete i 12 punti di #Renzi sulla scuola: solo #pannamontatanon ci sono #merito #selezione #partecipazione","['#labuonascuola vi prego, leggete i 12 punti di #Renzi sulla scuola:', ' solo #pannamontatanon ci sono #merito #selezione #partecipazione']","['prescrizione', 'sancire']","tensor([[-2.0071, -1.2381,  2.1350, -1.1420, -0.1449,  0.0720,  2.3645, -0.1942,
          0.0932,  1.8129,  0.8772, -1.1174, -2.0144,  1.3863,  0.5063, -1.7119,
          2.6852, -1.6767,  0.3851,  0.5596,  2.2399, -1.4804, -0.0631]])"
103,103,507141659881394176,0,0,0,0,0,0,2,In Italia la meritocrazia è inapplicabile #labuonascuola,['In Italia la meritocrazia è inapplicabile #labuonascuola'],['giudizio'],"tensor([[-2.4313,  0.2558,  1.9019, -0.1146, -0.0335,  0.5385,  0.3782, -0.2678,
         -1.5811,  1.4905,  2.5130,  0.0574, -1.1462,  1.9860,  1.0959, -2.3062,
         -0.8367, -1.7409, -1.7182,  0.3622,  2.3922, -1.5374,  0.5209]])"
104,104,507143523804938241,1,0,1,1,1,0,2,"@Giovanni_Nappi soddisfatto del video di #Renzi su riforma scuola? Mi ricorda \L'Italia è il paese che amo.\"" di Berlusconiana memoria.""","['@Giovanni_Nappi soddisfatto del video di #Renzi su riforma scuola? Mi ricorda \\L\'Italia è il paese che amo.\\"" di Berlusconiana memoria.""']",['non risposta'],"tensor([[-1.3937, -1.0704,  3.2229, -0.2638,  0.1034,  0.0887, -0.6667,  0.3523,
         -0.8380,  1.1138,  2.5168, -0.8357, -1.7886,  3.4088,  1.3479, -0.8384,
         -2.2549, -1.6974, -1.2084, -0.3781,  0.2465, -0.5581,  0.1171]])"
105,105,507144192502796289,1,0,1,1,0,0,2,#labuonascuola di @matteorenzi ha il sapore di un ossimoro anche se tecnicamente non lo è.,['#labuonascuola di @matteorenzi ha il sapore di un ossimoro anche se tecnicamente non lo è.'],['giudizio'],"tensor([[-1.6360, -0.4977,  2.2861,  0.4914,  0.3150,  0.3212, -1.2209, -0.0744,
         -1.4582,  0.5172,  2.7918, -0.4106, -1.5115,  2.7977,  1.9353, -1.2149,
         -2.3388, -1.9382, -1.2686, -0.0643,  0.5448, -0.6556,  0.6196]])"
106,106,507144451463327744,0,0,0,0,0,0,2,@matteorenzi #labuonascuola stabilizza i #precari di II fascia con almeno 3 anni d servizio nella #scuola @MPrecari @AbilitandiPAS @lcmzr,['@matteorenzi #labuonascuola stabilizza i #precari di II fascia con almeno 3 anni d servizio nella #scuola @MPrecari @AbilitandiPAS @lcmzr'],['ridimensionamento'],"tensor([[-1.6822, -0.0249,  0.4173, -0.9924,  1.4462,  0.2454,  1.0204,  1.2180,
         -0.8960,  0.7724,  0.5865, -0.8343, -1.3864,  0.6796,  0.0241, -1.7795,
          1.0658, -1.8060, -0.1171,  1.8966,  2.1192, -0.2192,  0.1481]])"
107,107,507146888932773889,1,1,0,1,1,1,2,"#labuonascuola Addio supplente icona sexy, vittima di beffe, sinonimo di pazza gioia scolastica  http://t.co/Bsbn08joEj","['#labuonascuola Addio supplente icona sexy, vittima di beffe, sinonimo di pazza gioia scolastica  http://t.co/Bsbn08joEj']",['non risposta'],"tensor([[-1.5380,  0.5314,  2.6567,  0.0133, -0.5219,  0.1714, -0.4427,  0.4107,
         -1.7381,  1.3000,  2.8846, -0.6028, -1.4205,  3.2097,  0.4791, -1.7892,
         -2.1471, -1.0218, -1.7698, -0.0041,  1.3229, -0.4843, -0.4855]])"
108,108,507147767173877760,0,0,0,0,0,0,2,"Top story: La buona scuola «  Passo dopo Passo http://t.co/YVhOIQpyai, see more http://t.co/S0BtQnUBt9","['Top story: La buona scuola «  Passo dopo Passo http://t.co/YVhOIQpyai, see more http://t.co/S0BtQnUBt9']",['non risposta'],"tensor([[-1.5971, -0.9106,  2.0312, -0.1601,  0.2502, -0.2645, -0.4370,  2.1503,
         -0.4818,  1.1864,  0.6131, -1.0502, -1.6498,  2.3094,  0.1469, -1.0316,
         -1.7184, -1.3846, -1.5799,  1.8439,  2.2852,  0.8385, -0.0409]])"
109,109,507148437972742145,1,0,1,0,0,1,2,"Repubblica: \puntuali arrivano le proteste studentesche\"" Mai che scrivano \""puntuali come ogni anno ecco i tagli alla scuola\"" #labuonascuola""","['Repubblica: \\puntuali arrivano le proteste studentesche\\"" Mai che scrivano \\""puntuali come ogni anno ecco i tagli alla scuola\\"" #labuonascuola""']",['sancire'],"tensor([[-2.0445e+00, -5.9822e-01,  2.4620e+00,  1.6236e-01, -7.5406e-01,
          4.0201e-01,  4.9595e-01,  1.3727e+00, -1.2947e+00,  1.9220e+00,
          1.8341e+00, -1.4471e-01, -1.4934e+00,  2.0508e+00,  1.3851e-01,
         -2.1082e+00, -5.3456e-01, -1.3354e+00, -1.7474e+00, -1.4836e-03,
          3.1311e+00, -5.1558e-01, -8.0962e-02]])"
110,110,507148615253770240,1,0,1,0,0,1,2,"@GiorgiaMeloni @matteosalvinimi @Storace #labuonascuola, unica , era quella di #Mussolini dove anche gli smemorati sinistrati hanno studiato","['@GiorgiaMeloni @matteosalvinimi @Storace #labuonascuola, unica , era quella di #Mussolini dove anche gli smemorati sinistrati hanno studiato']",['non risposta'],"tensor([[-1.9175, -0.1851,  2.7620,  0.1508, -0.3875,  0.7786, -0.1455,  0.3668,
         -1.4139,  1.4841,  2.3389, -0.4680, -1.7444,  3.2799, -0.2421, -1.7709,
         -1.7323, -1.7206, -1.2797,  0.5030,  1.1160,  0.7571, -0.5932]])"
111,111,507149152036589569,1,0,0,0,0,0,2,"+++++La buona scuola, il documento+++++  *****OGNUNO HA I SUOI GUSTI!*****  http://t.co/jAi4FbJdZL","['+++++La buona scuola, il documento+++++  *****OGNUNO HA I SUOI GUSTI!*****  http://t.co/jAi4FbJdZL']",['sancire'],"tensor([[-1.8948, -1.2758,  1.8608,  0.2140,  0.7565, -0.2730, -0.4905,  2.1938,
         -0.5522,  1.3484,  0.1940, -0.5455, -2.4239,  2.2130,  0.4028, -1.4213,
         -0.8750, -2.0865, -1.0162,  1.0909,  2.4311,  1.3304, -0.0033]])"
112,112,507150075907563520,1,1,1,0,1,1,2,@matteorenzi #labuonascuola si rivolge a chi va in classe tutti i gg da II fascia e non a chi aspetta il ruolo in #gae @MPrecari @macy_f,['@matteorenzi #labuonascuola si rivolge a chi va in classe tutti i gg da II fascia e non a chi aspetta il ruolo in #gae @MPrecari @macy_f'],['prescrizione'],"tensor([[-2.1248, -0.6486,  0.3961, -0.5262,  1.3415, -0.0023,  0.7617,  2.1662,
         -0.2579,  0.8422, -0.3683, -0.5139, -1.2667,  0.2499, -0.4433, -1.9862,
          2.0178, -1.8978,  0.2523,  1.1093,  1.9714,  0.5999,  0.0749]])"
113,113,507150726897090560,0,0,0,0,0,0,2,La Buona Scuola: ecco la riforma presentata oggi spiegata punto per punto http://t.co/PmBVY912tQ #labuonascuola,['La Buona Scuola: ecco la riforma presentata oggi spiegata punto per punto http://t.co/PmBVY912tQ #labuonascuola'],['sancire'],"tensor([[-1.8349, -0.8505,  1.0862, -0.1687,  0.6717, -0.3924, -0.3104,  2.4603,
          0.1618,  1.0594,  0.1343, -0.7199, -1.6657,  1.5977,  0.0433, -1.3192,
         -0.2040, -1.7200, -0.9190,  2.3420,  2.8409,  0.2122, -0.1172]])"
114,114,507150953444048896,1,0,0,0,0,0,2,"Education, education, education! #labuonascuola è adesso! http://t.co/VIZ8sIKO4O","['Education, education, education! #labuonascuola è adesso! http://t.co/VIZ8sIKO4O']",['sancire'],"tensor([[-2.4067, -0.6470,  0.4283,  0.7892,  0.2770, -0.2682, -1.0606,  2.1998,
          0.3366,  0.6319,  0.2728, -0.3357, -1.5962,  0.9257, -0.2040, -1.5162,
          0.5865, -1.7713, -0.1191,  1.8395,  2.9758,  1.0043,  0.0566]])"
115,115,507151618266394624,1,1,1,0,1,1,2,"@Margherita_ol da studente Erasmus in UK ho visto cose eccellenti e cose peggiori che in Italia, non imputabili solo ai soldi #labuonascuola","['@Margherita_ol da studente Erasmus in UK ho visto cose eccellenti e cose peggiori che in Italia, non imputabili solo ai soldi #labuonascuola']",['giudizio'],"tensor([[-2.4467, -0.8785,  2.3518,  0.2459, -0.3120,  0.2122, -0.1771,  0.5467,
         -1.2700,  0.9786,  2.7045,  0.4033, -1.7191,  2.0889,  2.3165, -2.1686,
         -1.1247, -2.0612, -1.1125, -0.3606,  1.7317, -0.9387,  1.0688]])"
116,116,507151913969008641,1,0,1,0,0,1,2,@matteorenzi #labuonascuola non lascia indietro #insegnanti validi in II fascia che hanno fatto comodo finora! @MPrecari @lcmzr @macy_f,['@matteorenzi #labuonascuola non lascia indietro #insegnanti validi in II fascia che hanno fatto comodo finora! @MPrecari @lcmzr @macy_f'],['giudizio'],"tensor([[-2.0886,  0.1431,  1.0922, -0.4854,  1.0660,  0.2468,  0.7412, -0.1302,
         -1.3049,  0.9025,  2.5052, -0.2566, -0.9949,  1.2578,  1.5210, -2.6549,
         -0.2914, -1.6728, -1.0570, -0.1363,  2.1352, -1.3824,  1.0827]])"
117,117,507156455024492544,1,0,0,0,0,0,2,Interessiamoci! Partecipiamo tutti alla campagna d'ascolto su #labuonascuola #passodopopasso http://t.co/XT5Pxc5p8Z #renzi,"[""Interessiamoci! Partecipiamo tutti alla campagna d'ascolto su #labuonascuola #passodopopasso http://t.co/XT5Pxc5p8Z #renzi""]",['dichiarazione di intenti'],"tensor([[-1.3897, -1.2999,  1.0327, -1.2716, -0.8669, -0.5291,  1.7442, -0.0741,
          3.5910,  0.9381, -0.1967, -1.0748, -1.5980,  0.8764,  0.0336, -1.8253,
          2.6562, -0.4274,  1.3072, -0.2084,  1.4319, -0.9610, -0.5811]])"
118,118,507157122829017088,1,0,1,1,1,0,2,Una buona scuola per un mondo buono. Firmato Mulino Bianco,['Una buona scuola per un mondo buono. Firmato Mulino Bianco'],['non risposta'],"tensor([[-2.1146, -0.6499,  2.4102,  0.4777, -0.5595, -0.1034, -0.6368,  0.6170,
         -1.0019,  1.8538,  2.3828, -0.1886, -2.0428,  3.0993,  0.7544, -1.5949,
         -1.3797, -1.6834, -1.2179,  0.4719,  1.9881,  0.2406,  0.0289]])"
119,119,507157369395355648,1,1,0,0,1,0,2,@Marco_Di_Lello @FusacchiA una sola parola:GRAZIE #labuonascuola #idoneiconcorsone2012 #finoallultimoidoneo,['@Marco_Di_Lello @FusacchiA una sola parola:GRAZIE #labuonascuola #idoneiconcorsone2012 #finoallultimoidoneo'],['sancire'],"tensor([[-1.7934,  0.0680,  2.4706, -0.3308, -0.2540,  0.0349,  0.7514,  0.5187,
         -1.2382,  1.7264,  1.8782, -0.9760, -1.3899,  2.4181,  0.3043, -1.7079,
         -1.0068, -1.4301, -1.9940,  1.4495,  2.4659, -0.2967, -0.3936]])"
120,120,507158284214996992,1,0,1,0,0,1,2,#labuonascuola niente di che. Solita scuola all' italiana.,"[""#labuonascuola niente di che. Solita scuola all' italiana.""]",['giudizio'],"tensor([[-2.1517, -0.3032,  2.3472,  0.4461, -0.9886,  0.5373, -0.4114,  0.3843,
         -1.6304,  1.6169,  2.9002,  0.0586, -1.6880,  2.3961,  1.2424, -2.0695,
         -1.6496, -1.4675, -1.8088,  0.6887,  2.3389, -0.6760,  0.3211]])"
121,121,507158633441132544,1,0,1,0,0,1,2,@matteorenzi I TFA NON HANNO NIENTE IN MENO RISPETTO ALLE SISS! SIA FATTO GIUSTIZIA E NON NEPOTISMO!#labuonascuola,"['@matteorenzi I TFA NON HANNO NIENTE IN MENO RISPETTO ALLE SISS! SIA', ' FATTO GIUSTIZIA E NON NEPOTISMO!#labuonascuola']","['sancire', 'giudizio']","tensor([[-2.1500, -0.2074,  2.7532, -0.8208, -0.3638,  0.9545,  1.7400, -0.6849,
         -1.1354,  1.8251,  2.1408, -0.4016, -1.9490,  2.4701,  0.5294, -2.3904,
          0.6426, -1.6131, -0.9837,  0.1617,  2.0027, -1.0979, -0.4702]])"
122,122,507161011632472064,1,1,0,0,1,0,2,"se @matteorenzi riuscirà a portare a termine anche solo 50% di quanto scritto ne #labuonascuola, suo governo entrerà nella storia d'#Italia","[""se @matteorenzi riuscirà a portare a termine anche solo 50% di quanto scritto ne #labuonascuola, suo governo entrerà nella storia d'#Italia""]",['previsione'],"tensor([[ 2.3063,  2.1316, -0.6636, -1.1678, -0.7125, -0.9545, -0.6075, -0.7341,
          0.4524, -0.3021, -1.0785, -1.5152,  1.9941, -0.5506, -1.2000,  1.6490,
         -1.3453,  3.8912, -1.4912, -0.2716, -0.5059, -0.2700, -0.7974]])"
123,123,507161234320683010,1,1,0,1,0,1,2,"Su #labuonascuola c'è chi torna ancora alla carica con i bambini \costretti a cantare per #Renzi\"". Avete proprio un mucchio di argomenti eh?""","['Su #labuonascuola c\'è chi torna ancora alla carica con i bambini \\costretti a cantare per #Renzi\\"".', ' Avete proprio un mucchio di argomenti eh?""']","['descrizione', 'commento']","tensor([[-2.1557, -1.1731,  3.2445, -0.1705, -0.1115,  1.4054,  0.3064, -0.2303,
         -1.4124,  1.5606,  2.4079, -0.4527, -1.9943,  2.8348,  1.1710, -1.6961,
         -1.7548, -1.8254, -1.1330, -0.2779,  1.0861, -1.0142,  0.6034]])"
124,124,507162740738490368,0,0,0,0,0,0,2,"#labuonascuola Linee guida, come si legò la mobilità alla carriera http://t.co/fA2lWN2hF7","['#labuonascuola Linee guida, come si legò la mobilità alla carriera http://t.co/fA2lWN2hF7']",['sancire'],"tensor([[-1.3032, -0.9086,  0.0806, -0.6433,  0.7508, -1.1957, -0.4336,  2.4244,
          1.5399,  0.2376, -0.6725, -1.2025, -1.4621,  0.9920,  0.0929, -0.4792,
          0.0559, -0.9842,  0.1634,  2.2359,  2.5628,  1.0687, -0.1004]])"
125,125,507163384673210368,0,0,0,0,0,0,2,"Riforma della #scuola, i dubbi delle associazioni studentesche. #labuonascuola http://t.co/zhGTc3UgRE http://t.co/iV2muFJtI3","['Riforma della #scuola, i dubbi delle associazioni studentesche. #labuonascuola http://t.co/zhGTc3UgRE http://t.co/iV2muFJtI3']",['ridimensionamento'],"tensor([[-1.4625, -0.5793,  1.1455, -0.0579,  0.4944, -0.3230, -0.4474,  2.3688,
         -0.5501,  0.8556, -0.1315, -0.5998, -2.0279,  1.7812, -0.1336, -1.1584,
         -0.7672, -1.6430, -1.2760,  2.8000,  2.3715,  1.4555, -0.3580]])"
126,126,507166226964283392,0,0,0,0,0,0,2,"La \buona scuola\"" di Renzi: addio precarietà e assunzioni per merito https://t.co/zdc75OLIfl http://t.co/4pO6YaUDJT""","['La \\buona scuola\\"" di Renzi: addio precarietà e assunzioni per merito https://t.co/zdc75OLIfl http://t.co/4pO6YaUDJT""']",['non risposta'],"tensor([[-0.9842,  0.4373,  1.9209, -0.9956, -0.6071, -0.0450,  0.5749,  0.6669,
         -0.4970,  1.5802,  0.5054, -0.5391, -1.5452,  2.9149, -0.3587, -1.1658,
         -1.4453, -0.3674, -1.6319,  1.4012,  2.5938, -0.4999, -0.8125]])"
127,127,507166931141804032,0,0,0,0,0,0,2,"#labuonascuola, critiche e commenti in 140 caratteri: la consultazione voluta da @MatteoRenzi comincia su Twitter http://t.co/4mda1SDkb4","['#labuonascuola, critiche e commenti in 140 caratteri: la consultazione voluta da @MatteoRenzi comincia su Twitter http://t.co/4mda1SDkb4']",['sancire'],"tensor([[-1.7334, -1.2828,  1.1233, -0.4222,  0.6033, -0.1599, -0.2358,  2.7287,
          0.4696,  0.8931, -0.1771, -0.9120, -1.9993,  1.8403,  0.0229, -1.4950,
          0.0340, -1.5007, -0.7621,  1.6844,  2.9257,  0.7285, -0.4384]])"
128,128,507167056849285120,1,0,1,0,0,1,2,"#labuonascuola è una scuola sicura, dove NON CADONO PLAFONIERE IN TESTA  A STUDENTI, dove non si viene in aula con plaid o vestaglie.","['#labuonascuola è una scuola sicura, dove NON CADONO PLAFONIERE IN TESTA  A STUDENTI, dove non si viene in aula con plaid o vestaglie.']",['conferma'],"tensor([[-1.9945,  0.0830,  0.2308,  1.7877,  0.2154,  0.2526, -1.0542,  1.7372,
         -1.7957,  0.4626,  0.6256,  1.6111, -1.4386,  0.4480,  0.3088, -2.3420,
         -0.3443, -1.7524, -1.0591, -0.8390,  2.2946,  1.4221,  1.1447]])"
129,129,507167588229869568,1,0,1,1,1,1,2,"Ispirarsi al modello tedesco, affinchè l’Italia “da ultimo vagone del convoglio europeo, ne diventi la locomotiva\ #labuonascuola  No way""","['Ispirarsi al modello tedesco, affinchè l’Italia “da ultimo vagone del convoglio europeo, ne diventi la locomotiva\\ #labuonascuola  No way""']",['prescrizione'],"tensor([[-1.4647, -0.8014,  0.8974, -1.9753, -0.2644,  0.1319,  2.0479, -0.9550,
          1.7476,  0.0654,  0.5428, -1.4265, -0.4448,  0.2767,  0.3532, -0.8563,
          2.5709, -1.0405,  2.4210, -0.1289,  0.3052, -0.9881,  0.4420]])"
130,130,507169823051497472,1,0,1,0,0,1,2,#labuonascuola non è certo in Italia.,['#labuonascuola non è certo in Italia.'],['sancire'],"tensor([[-2.4434, -0.3596,  0.6881,  1.5782,  0.5970,  0.1398, -0.8680,  1.4254,
         -1.1378,  0.9479,  0.4918,  0.6675, -1.1318,  0.6607,  1.1460, -1.8254,
         -0.9318, -1.6769, -2.0011,  0.2442,  3.4728, -0.2349,  1.1375]])"
131,131,507171246673756160,0,0,0,0,0,0,2,#Maternità:#bonusbebè di 300 euro per baby sitter e asili nido #FamilySmile #mammelavoratrici #Inps #labuonascuola   http://t.co/46pdXFwDzv,['#Maternità:#bonusbebè di 300 euro per baby sitter e asili nido #FamilySmile #mammelavoratrici #Inps #labuonascuola   http://t.co/46pdXFwDzv'],['ridimensionamento'],"tensor([[-1.6611, -0.5450,  0.9671, -0.5843, -0.3659,  0.1481,  0.1730,  2.2827,
         -0.6805,  1.1708, -0.0231, -0.3657, -2.1761,  1.7199, -0.8007, -1.1248,
          0.5358, -1.1301, -0.2724,  2.6140,  2.1173,  1.4883, -1.0369]])"
132,132,507172396689018880,0,0,0,0,0,0,2,"Il Premier Renzi ufficializza oggi la riforma scuola, con nuove regole anche per supplenti. #labuonascuola","['Il Premier Renzi ufficializza oggi la riforma scuola, con nuove regole anche per supplenti. #labuonascuola']",['sancire'],"tensor([[-1.2564, -0.7043,  0.3892, -0.9948,  0.4109,  0.0973,  0.4212,  2.3691,
          1.7044,  0.5887, -0.4913, -1.1909, -0.6521,  1.2367, -0.8326, -0.8932,
         -0.6893, -1.0023, -0.7287,  2.1156,  2.3148,  0.4186, -0.4032]])"
133,133,507172511646511104,1,0,1,0,0,1,2,@F_Campiotti  #labuonascuola non basta: ciò che deve cambiare è il quotidiano di ogni @tuttoprof professore. #scuola riparte dal basso,['@F_Campiotti  #labuonascuola non basta: ciò che deve cambiare è il quotidiano di ogni @tuttoprof professore. #scuola riparte dal basso'],['sancire'],"tensor([[-2.2308, -0.7341,  1.1030,  0.2170,  0.6064, -0.2745, -0.0303,  1.2218,
         -0.6373,  1.3036,  1.3616, -0.1921, -1.6209,  1.4668,  1.3710, -2.2313,
         -0.0125, -1.8055, -1.2796,  0.6871,  3.6191, -0.7087,  0.7549]])"
